id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
337,industriële robotcel,in deze stammodule leren studenten een systeem bestaande uit een robot en meerdere deelsystemen gecoordineerd te laten samenwerken nadruk ligt op systeemdenken software en hardwareintegratie,15,['Breda'],101,NLQF5,,robot plc smart camera plc,0.89,0.134,1,49,2025-12-28
338,realisatie energiewerktuig wtb,in deze stammodule leren studenten de eerste beginselen van de warme energitechniek waarbij,15,['Breda'],101,NLQF5,,thermodynamica pomp,0.46,0.702,2,49,2025-12-21
339,onderzoekslab energie en materiaaltransitie,vind jij het ook belangrijk om positief bij te dragen aan de maatschappij voor jezelf en toekomstige generaties en wil je ook nog jouw onderzoeksskills verbeteren heb je nog een minor te kiezen of studiepunten openstaan van je stage of een epstraject doe dan mee aan een onderzoeksproject naar keuze in een lectoraat in het avans zwaartepunt transities in energie en materiaal,30,['Breda'],101,NLQF6,,,0.39,0.628,2,78,2025-09-04
340,ai translator,kunstmatige intelligentie of ai wordt snel belangrijker en komt steeds vaker voor in onze wereld doorbraken stapelen zich op en aisystemen hebben overal invloed op van filters voor sociale media slimme chatbot gpt healthtech energie transitie tot netflix aanbevelingen … tegelijkertijd zijn er ook bedreigingen waarmee we worden geconfronteerd die ons werk uitdagen onze privacy schenden groepen discrimineren en gevallen waarin het fout ging … om er maar een paar te noemen de toeslagenaffaire cambridge analytica bijstandaffaire … mensen die aisystemen ontwerpen kijken vaak met een technisch oog en negeren de maatschappelijke of individuele gevolgen van deze systemen er komt zoveel meer bij kijken dan het oplossen van het probleem binnen de techniek hoe ga je mensen en bedrijfsprocessen hierin betrekken er is een dringende behoefte om het technische aspect te vertalen naar de realworld implementatie we hebben mensen nodig die als liaison fungeren en de kloof overbruggen tussen de kennis die wordt gegenereerd door aisystemen en de domeinkennis van gebruikers als aivertaler je vertaalt complexe praktijksituaties naar aiexperts data wetenschappers begeleidt het proces op inhoud en zorgt ervoor dat het resultaat wordt ingebed in die praktijk je bepaalt niet alleen wat kan en mag het technologische en juridische vraagstuk maar ook wat wenselijk en verantwoord is het ethische en maatschappelijke vraagstuk je vertaalt dit naar business cases,30,['Breda'],101,NLQF6,,,0.62,0.378,4,76,2025-12-03
341,minor aquacycle circular water technology,in st quarter comprehensive understanding of the water chain from precipitation use of drinking water and process water sewage systems wastewater treatment to reuse by combining a solid theoretical foundation with practical experience will be made in the nd youll design and develop innovative systems related to circular water technology at a company this will be done with a small multidisciplinary group of students as an internship,30,"['Breda', 'Den Bosch']",101,NLQF6,• learning outcome integration of theory and practice in circular water technology the student demonstrates a comprehensive understanding of circular water technology this includes the ability to perform area analysis quantify available water and apply biological physical and chemical purification techniques the student will also demonstrate the ability to set up mass balances understand sewage systems and explore innovative technologies for water reuse in addition to this theoretical knowledge the student will gain practical skills including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses,water technology circularity water chain reuse multidisciplinarity,0.94,0.358,1,36,2025-11-14
342,module intro to material and energy transition,module get an introduction to doing research and to the technical world of material and energy transition towards a sustainable world get a chance to work on ongoing research on an interdisciplinairy project in a multidisciplinary way with students from different programs there is freedom in the topic you work on the module includes workshops on research and different content from energy and material science,15,['Breda'],101,NLQF5,• learning outcome project the student optimizes a part of a given water chain of a reallife project in a multidisciplinary group based on the principles of circularity considering water quality water quantity and the environment the students make one design sketch from all partial results and relate this to the relevant sdgs and,energy transition material transition centre of expertise research interdisciplinary,0.46,0.67,5,67,2025-11-01
343,minor biopolymerencirculaire polymeren,de minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie waarbij het accent ligt op verwerkingstechnologie van kunststoffen polymeren en biopolymeren de ontwikkeling productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven het onderwerp wordt benaderd vanuit een duurzame invalshoek van groot maatschappelijk belang in de komende jaar,30,['Breda'],101,NLQF6,• learning outcome internship the student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group this results in a relevant professional product for the company,materiaal transitie onderzoek als vorm van onderwijs interdisciplinair,0.74,0.56,5,66,2025-11-01
344,module forensisch laboratorium onderzoek,flo gaat over het verzamelen van sporen op een mockup plaat delict het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren,15,"['Breda', 'Den Bosch']",101,NLQF5,learning outcome design thinking multidisciplinary professional cooperation in research the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines multidisciplinary using biomimicry and designthinking and agile planning while realizing how to deploy different disciplines this shows from the group dynamics and reflection,forensisch onderzoek sporenanalyse data analyse scenario denken strafrecht,0.8,0.126,2,42,2025-12-03
345,chemie gezondheid,chemie gezondheid werktitel gaat over voeding medicijnen,15,"['Breda', 'Den Bosch']",101,NLQF5,,medicinale chemie organische chemie bioanalytische chemie data chemie,0.45,1.0,1,34,2025-12-04
346,minor drug discovery,studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery hiervij wordt ook samengewerkt in multidisciplinaire teams gevolgd door praktijk project specifiek voor eigen opleiding,30,['Breda'],101,NLQF6,learning outcome problem solving student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition this solution is substantiated with research results practical and theoretical and can be illustrated in a product or a product,organische chemie biochemie interdisciplinair farmaceutisch onderzoek,0.77,0.906,2,56,2025-09-24
347,minor aquacycle circular water technology,in st quarter comprehensive understanding of the water chain from precipitation use of drinking water and process water sewage systems wastewater treatment to reuse by combining a solid theoretical foundation with practical experience will be made in the nd youll design and develop innovative systems related to circular water technology at a company this will be done with a small multidisciplinary group of students as an internship,30,"['Breda', 'Den Bosch']",101,NLQF6,• learning outcome integration of theory and practice in circular water technology the student demonstrates a comprehensive understanding of circular water technology this includes the ability to perform area analysis quantify available water and apply biological physical and chemical purification techniques the student will also demonstrate the ability to set up mass balances understand sewage systems and explore innovative technologies for water reuse in addition to this theoretical knowledge the student will gain practical skills including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses,water technology circularity water chain reuse multidisciplinarity,0.54,0.22,3,40,2025-10-25
348,module intro to material and energy transition,module get an introduction to doing research and to the technical world of material and energy transition towards a sustainable world get a chance to work on ongoing research on an interdisciplinairy project in a multidisciplinary way with students from different programs there is freedom in the topic you work on the module includes workshops on research and different content from energy and material science,15,['Breda'],101,NLQF5,• learning outcome project the student optimizes a part of a given water chain of a reallife project in a multidisciplinary group based on the principles of circularity considering water quality water quantity and the environment the students make one design sketch from all partial results and relate this to the relevant sdgs and,energy transition material transition centre of expertise research interdisciplinary,0.71,0.98,2,33,2025-09-09
349,minor biopolymerencirculaire polymeren,de minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie waarbij het accent ligt op verwerkingstechnologie van kunststoffen polymeren en biopolymeren de ontwikkeling productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven het onderwerp wordt benaderd vanuit een duurzame invalshoek van groot maatschappelijk belang in de komende jaar,30,['Breda'],101,NLQF6,• learning outcome internship the student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group this results in a relevant professional product for the company,materiaal transitie onderzoek als vorm van onderwijs interdisciplinair,0.71,0.546,2,21,2025-12-28
350,module forensisch laboratorium onderzoek,flo gaat over het verzamelen van sporen op een mockup plaat delict het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren,15,"['Breda', 'Den Bosch']",101,NLQF5,learning outcome design thinking multidisciplinary professional cooperation in research the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines multidisciplinary using biomimicry and designthinking and agile planning while realizing how to deploy different disciplines this shows from the group dynamics and reflection,forensisch onderzoek sporenanalyse data analyse scenario denken strafrecht,0.65,0.124,5,30,2025-09-03
351,chemie gezondheid,chemie gezondheid werktitel gaat over voeding medicijnen,15,"['Breda', 'Den Bosch']",101,NLQF5,,medicinale chemie organische chemie bioanalytische chemie data chemie,0.36,0.138,5,70,2025-12-24
352,minor drug discovery,studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery hiervij wordt ook samengewerkt in multidisciplinaire teams gevolgd door praktijk project specifiek voor eigen opleiding,30,['Breda'],101,NLQF6,learning outcome problem solving student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition this solution is substantiated with research results practical and theoretical and can be illustrated in a product or a product,organische chemie biochemie interdisciplinair farmaceutisch onderzoek,0.84,0.234,5,58,2025-10-01
353,datavisualisatieautomatisering tech data ct,studenten gaan opzoek naar de juiste datavisualisatie datawarrior om een onderzoeksvraag te kunnen beantwoorden ze gaan een dataset analyserenimporterenverwerken knimelims afhankelijk van de opleiding komt daarbij dat ze de data vergaren bij een opstellingexperiment hierbij past een kleine automatisering arduino waarbij ze leren programmeren en omgaan met sensoriek,15,"['Breda', 'Den Bosch']",101,NLQF5,design learning outcome material and energy transition the student realises what is needed for the energy and material transition in order to decrease the ecological footprint of our western society by working on a circular and regenerative economy taking into account nature and our environment as well as quality aesthetics and human needs this shows from the substantiation from the design to get there students will get ec in theoretical background connected to the design wheel and the biomimicry method,datavaardigheid automatisering programeren sensoriek,0.51,0.028,3,57,2025-10-10
354,forensische chemie,in de forensische wetenschap is chemische analyse van bewijsmiddelen enorm belangrijk het veld maakt een snelle ontwikkeling door met het beschikbaar komen van nieuwe analyse technieken en door gebruik te maken van data science in deze module worden studenten uitgedaagd aan deze ontwikkeling bij te dragen,15,"['Breda', 'Den Bosch']",101,NLQF6,naast het volgen van ec cursussen en trainingen zal tijdens de minor in teamverband aan een project gewerkt worden wat afkomstig is van een externe opdrachtgever elke projectgroep zal een eigen projectonderwerp uitwerken in opdracht van een bedrijf de student kan dan zijnhaar kennis van de chemie procestechnologie en werktuigbouwkunde toepassen op een actueel minor project van ec welk in maanden met succes wil worden afgerond de taak van de begeleidende docent is die van procesbegeleider en hijzij voert ook de beoordeling uit samen met het minor docenten team aangevuld door de externe opdrachtgever namens de bedrijven zie meer op kiesopmaatnlmodulesavansatgm,chemische analyse data analyse forensic science ontwikkelen en innoveren,0.42,0.224,5,79,2025-12-10
355,chemical modelling,het opstellen van voorspellende modellen aan de hand van grote biochemische datasets bijv voor medische dyagnostiek patroonherkenning en fitting worden uitgevoerd via verschillende technieken zoals liniaire regressie het trainen van neurale netwerken ai,30,['Den Bosch'],101,NLQF6,sporenanalyse en plaats delict management geavanceerde sporenanalyse in laboratorium omgeving en data interprtatie bewijswaarde en scenariodenken,big data sensoriek programmeren modellering ai,0.33,0.41,1,53,2025-10-06
356,the art of biology,bml studenten werken interdisciplinair samen met studenten vd kunstacademie focus op technische fotografie in bijv de microbiologie en histologie kristallen mbv oa fluorescente microscopie sem maar ook bijv anatomisch tekenen van organen of planten doel perspectief wisseling en het generen van visuele content ook voor pr en in kolom m kunst en techniek was geen optie die erbij stond,15,['Breda'],101,NLQF5,nnb chemische analyse data analyse en interpretatie relevantie voor gezondheid,fotografie kennistransfer kunst bioethiek,0.68,0.542,4,57,2025-09-24
357,minor forensisch onderzoek in de rechtbank ifka,studenten leren over bewijs in strafzaken zoals getuigenverklaringen psychologie achter waarom men misdaad pleegt en natuurlijk de basis hiervan strafrecht waarvan een klein deel ook internationaal strafrecht,30,"['Breda', 'Den Bosch']",101,NLQF6,begrijpen en toepassen van kennis in een multidisciplinair team op gebied van de eerste fasen van drug discovery van target discovery tot lead optimization,strafrecht forensisch bewijs psychologie criminologie,0.74,0.748,1,69,2025-12-04
358,molecular modeling datadriven analysis,mbv software moleculen ontdekken die binden aan een eiwit een hitlist wordt opgesteld door datadriven analysis vervolgens worden hieruit moleculen geselecteerd en gesynthetiseerd mbv software en op het lab fysieke testen op binding aan het eiwit worden in het lab uitgevoerd,30,['Breda'],101,NLQF6,datavaardigheden ontwikkelen om effectief en objectief onderzoeksvragen te beantwoorden basis programmeren en automatiseren,moleculair modelleren virtual screening dataanalyse synthese small molecules programmeren python computational chemistry machine learning,0.31,0.978,1,53,2025-09-06
359,industrial catalysis for sustainable processes,geen materialen biologische processen of schone lucht zonder katalyse katalyse lijkt een chemisch proces maar het is enorm interdisciplinair in deze minor maak je kennis met katalytische processen en leer je deze te herkennen kwantificeren en ga je aan de slag met de toepassing in cocreatie met het werkveld in een multidisciplinair team werk je aan een project over de verduurzaming van bestaande productieprocessen in opdracht van het werkveld of aan de ontwikkeling van een duurzaam nieuw productieproces adhv literatuur,30,['Breda'],101,NLQF6,ontwikkelen en toepassen van nieuwe technologie om bewijsmiddelen te onderzoeken voor hun chemische identiteit en samenstelling,katalyse verduurzaming biocatalysis groene chemie procesoptimalisatie,0.63,0.762,5,37,2025-11-05
360,sustainable supply chain,after following this module the student is able to critically assess a company its product and its marketing on sustainability shown by an optimization of the business model the whole story must be correct not only the product but also the dna of the company,15,['Breda'],101,NLQF5,kritische beoordeling van validiteit van data set inzicht in basistechnieken om data te verwerken tot voorspellende modellen bijv liniaire regressie het trainen van neurale netwerken ai kritische huiding tov uitkomst modellen inzet van biochemische kennis om tot de juiste conclusies te komen,sustainability ethics marketing transparancy products,0.45,0.718,4,49,2025-11-23
361,infectiepreventie bml,tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis inzicht vaardigheden en attitude betreffende infectieziekten microbiologie immunologie epidemiologie en preventieve maatregelen,15,['Breda'],101,NLQF5,kritisch denken theoretische kennis over internationaal strafrecht en criminologie argumenteren technisch engels schrijven begrip voor gedragingen forensische chemischebiologische kennis toepassen op casus in project,,0.72,0.112,4,34,2025-12-01
362,bioinformatica,bioinformatics is a combination of life science and informatics it always involves programming and data handling knowledge of linux besides windows several applications and software packages to handle and visualize data and perhaps most importantly communication between biologists and scientific programmers in this field you can work with dna sequences in comparative genomics and phylogenetics rna expression in transcriptomics research amino acid sequences in d proteomics and structural or functional genomics or even systems biology or epigenomics,15,['Breda'],101,NLQF5,student leert een virtual screening op te zetten en deze statistisch te analyseren ze leren hits te optimaliseren mbv software een syntheseroute op te stellen mbv software deze synthese uit te voeren in het lab en tot slot de biofysische experimenten uit te voeren,,0.41,0.728,4,46,2025-11-14
363,introductie in fundamenteel en toegepast onderzoek,actuele casussen studenten maken kennis met fundamenteel en toegepast onderzoek in biologiemedisch vraagstukken,15,['Breda'],101,NLQF5,de student kan al dan niet binnen een multidisciplinair team een katalytisch proces identificeren de kwaliteitsparameters daarvan bepalen een verbetervoorstel doen en op basis van experimentele data analyseren en verantwoorden wat het effect van de gevarieerde parameters zijn de student kan zijn functioneren binnen een professioneel team verantwoorden aan de hand van zijn prestaties binnen het team input van de teamgenoten en de opdrachtgever om daarmee vervolgstappen te formuleren waarmee hij zich verder persoonlijk en professioneel kan ontwikkelen,,0.75,0.64,3,70,2025-09-04
364,minor biobased technology business development,students learn how to further develop a circular andor biobased product by looking at technology sustainability marketing and finance,30,['Breda'],101,NLQF6,the student draws up an online marketing campaign for a selfdeveloped technically fully circular product based on a sustainable business model,sustainability technology development marketing finances prototype proof of concept,0.55,0.866,5,53,2025-11-18
365,minor procesautomatisering benno de vries,studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren om deze vraagstukken op te lossen,30,['Breda'],101,NLQF6,the student learns how to create a business plan for a client comany that wants to further develop a biobased andor circular product this involves critical thinking intercultural communication and consultancy,ontwerpen modelleren instellen,0.91,0.634,4,71,2025-09-06
366,didactiek voor ng en nt,studenten maken kennis met het vak van docent hierbij richten wij ons op het natuur techniek en gezondheid,15,['Breda'],101,NLQF6,,didactiek docentschap natuur techniek gezondheid,0.39,0.306,3,76,2025-12-27
367,proefdierkunde,om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel lid b van de dierproevenregeling voorheen artikel bevoegdheid volgens de wet op dierproeven,15,['Breda'],101,NLQF5,de student levert op basis van zelf opgestelde life cycle assessments een adviesrapport op op basis waarvan een opdrachtgever in staat zou kunnen zijn om een weloverwogen besluit te kunnen maken,,0.52,0.556,2,57,2025-12-22
368,module forensisch onderzoek,naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,15,['Breda'],101,NLQF5,,plaats delict scenario denken forensisch onderzoek bewijskracht,0.37,0.758,2,52,2025-12-03
369,multdisciplinair samenwerken in een beroepscontext in het creatief domein meerdere varianten modules in verschillende combinaties van studies binnen aci volgens eenzelfde raamwerk,in module kunnen alle aci studenten kennismaken met andere disciplines binnen aci multi of interdisciplinair samenwerken met andere disciplines binnen aci een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk ervaring opdoen in een zelf te kiezen beroepswerkcontext ofwel elke aci student kan voor module een beroepswerkcontext kiezen van waaruit samen met studenten van andere acidisciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk,15,"['Breda', 'Den Bosch']",115,NLQF5,,activisme collectivisme sociaal politiek engagement innovatie creativiteit,0.9,0.266,3,43,2025-12-29
370,sonic narratives,sonic narratives is gericht op skills om verhalen te vertellen door middel van geluid deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen we leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken geluid kan emoties oproepen de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen door de focus die we op het medium van geluid hebben ben je in staat beeld dd nog intenser te laten beleven je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten immersieve installatie animatie film en tentoonstelling,15,['Breda'],116,NLQF5,verdieping in skills in sounddesign,sound design opname productie postproductie storytelling,0.87,0.23,3,34,2025-12-11
371,create and exhibit,in deze module nemen we een diepe duik in de wereld van tentoonstellen en leer je wat er allemaal bij komt kijken om tot een publieke tentoonstelling te komen we nemen het hele proces van het maken van een tentoonstelling onder de loep met alle facetten gaan we experimenteren – van het cureren organiseren tot het ontwerpen van de tentoonstelling we werken in deze minor samen met een partner uit de stad zoals de grote kerk of het stadsarchief als team werk je samen om een tentoonstelling te maken met het materiaal dat deze partner ter beschikking stelt aangevuld met eigen werk dat aansluit op de inhoud je ontwikkelt de inhoudelijke uitgangspunten en de vormgeving voert de regie over de organisatie en regelt de communicatie en pr,15,['Breda'],117,NLQF5,je leert • een tentoonstelling te cureren vanuit inhoudelijke uitgangspunten • te overzien wat er nodig is om een tentoonstelling te organiseren • samen te werken om tot de productie van een tentoonstelling te komen • welke mogelijkheden er zijn voor communicatie en pr rondom tentoonstellingen • hoe je een tentoonstelling kunt vormgeven • te reflecteren op tentoonstellingen en dit in een maatschappelijke context te plaatsen • publicaties te maken bij een tentoonstelling,verdieping in positionering tentoonstelling skills ism partners in breda witte rook grote kerk stadsarchief chassé waarbij in collectief samen thematiek en publiek bepaald wordt,0.47,0.334,5,79,2025-10-21
372,innovation for sustainability sdg in motion,tijdens innovation for sustainability werk je op een hoog niveau van complexiteit en vrijheid aan een uitdaging te werken gerelateerd aan één van de zeventien duurzame ontwikkelingsdoelen sdgs van de verenigde naties je werkt samen met een team van studenten in een sdg hub voor verschillende opdrachgevers georganiseerd rond verschillende themas zoals design for sustainability corporate social responsibility good health wellbeing regenerative production and consumption responsible startups,15,['Den Bosch'],118,NLQF6,herformuleren kan zelfstandig een onderbouwde voorlopige innovatieopdracht opstellen zodanig dat het startpunt van de opdracht definieert en een beeld kan schetsen van de innovatieroute en met verstand van zaken grondig het probleem kan onderzoeken kan zelfstandig het echte probleem achterhalen en een onderbouwde definitieve innovatieopdracht opstellen zodanig dat hiermee ideeën voor ruwe concepten kunnen worden gegenereerd kan zelfstandig een nieuw levensvatbaar innovatieontwerp ontwikkelen zodanig dat dit meervoudige waarde toevoegt en wordt voldaan aan de innovatieopdracht kan zelfstandig een realisatiestrategie ontwikkelen zodanig dat aannemelijk wordt dat gebruikers het concept gaan gebruiken kan een innovatieproces leiden en bijsturen zodanig dat de opdracht efficiënt wordt aangepakt en leidt tot een gedragen resultaat achteraf kan hij inzicht geven in hoe leiding is gegeven waarbij de student zijn functioneren kan wegen en aan kan geven wat zijn sterke en ontwikkelpunten zijn als beginnend business innovator,sustainable development goals design for sustainability corporate social responsibility good health wellbeing regenerative production and consumption responsible startups impact maken bijdragen aan transities,0.73,0.312,5,49,2025-11-01
373,writing for confidence,the story you want to tell writing for confidence how does one distill the ideas that lurk in the back or front of their minds into work work of resonance work that one can say…yes this is the story i want to tell for many emerging makers the struggle to find one’s voice to hear themselves as authentic clear and resonant with the scope of their passions starts with a basic lack of confidence in what you want to tell how you want to tell it and how you can share it within “the story you want to tell” we work with young creatives who are seeking a route to a confidence using writing as a catalyst and grounding force that they can lean on throughout their careers we focus on helping students feel confident with a practice driven course where they see the meters they are making and return to their core studies with a better idea of who they are what they are here to tell and maybe even how this is a lab with exposure to new mediums new forms of writing and making with language and communication textual and visual at the center,15,['Breda'],116,NLQF5,,creative writing storytelling skills genres hybrid forms visual art,0.83,0.308,2,74,2025-10-27
374,inclusief samenwerken zonder verliezers,bij alle grote en vaak ook kleine vraagstukken hebben we andere partijen nodig om ze aan te pakken tegelijkertijd is niemand opgeleid tot ‘samenwerker’ we doen het er vaak bij en doen veel op gevoel intuïtie en ervaring hoe beweeg je je in een organisatie hoe moet je samenwerken in en met een team wat zijn nu dé patronen in samenwerkingsverbanden en hoe kan je daar vanuit jouw rol bewust aan werken verbinding maken door de verschillen heen leer hoe mensen de cultuur vormen en de cultuur de mensen vormt daag jezelf uit om anders te kijken naar mensen en teams op basis van de deep democracymethode zorg je dat de wijsheid van de hele groep wordt benut je brengt de onderstroom de gezamenlijke wijsheid naar boven om het potentieel van ieder individu te benutten en het groepsgevoel te vergroten werkelijk luisteren en ruimte geven aan de ‘minderheid’ hoort daarbij je kunt alleen een team bouwen op basis van interactie en dialoog geen vergaderingen hoorzittingen of bijeenkomsten maar ontmoetingen waarin je met elkaar de juiste perspectieven deelt en samen besluiten neemt,15,['Breda'],119,NLQF6,patronen in samenwerkingsverbanden deze herkennen en expliciet maken en de vinger kunnen leggen op de essentie van die patronen reflectie op je eigen rol als procesbegeleider of teamlid je eigen ‘kleur’ vinden en waarderen de kwetsbaarheden van je voorkeursstijl kennen condities creëren om te interveniëren hoe kies ik een interventie wat zijn de condities waaronder een interventie kansrijk is wanneer kan ik beter wat anders doen of zelfs niets doen hoe betrek ik anderen bij mijn interventie omgaan met groepsdynamiek conflicten of dieperliggende verschillen van inzicht,corporate antropologie omgevingscommunicatie deep democracy organisatiecultuur verandering communicatie verbinding polarisatie leiderschap,0.66,0.258,4,61,2025-11-05
375,animatie storytelling,verdieping animatie storytelling,15,"['Breda', 'Den Bosch']",120,NLQF5,,,0.64,0.656,2,70,2025-11-18
376,the creative agency,the creative agency is een module waarin je gaat werken aan campagnes die de wereld beter maken je maakt kennis met branding advertising marketing en communicatie in deze module ontdek je hoe je als creatief bureau succesvolle campagnes kunt ontwikkelen en een belangrijke boodschap in de maatschappij te zetten je werkt in een multidisciplinair creatief team als agency en werkt aan verschillende projecten tegelijk de projecten richten zich op gedragsverandering hoe krijg je dat voor elkaar hoe maak je impact hoe combineer je woord beeld interactiviteit strategie en vernieuwing zo dat een boodschap écht overkomt je wordt uitgedaagd om de essentiële principes en strategieën van branding te combineren met jullie eigen creativiteit en inzicht om zo te komen tot resultaat met impact,30,"['Breda', 'Den Bosch']",121,NLQF6,,maatschappelijk betrokken creatief branding campagne advertising ideel gedragsverandering media,0.46,0.568,4,36,2025-11-14
377,art activisme,persoonlijk activisme richt zich speciaal op die student die kritisch naar de wereld kijkt en het verlangen heeft om het kunstenaarschap in te zetten om bij te dragen aan relevante veranderingen hoe verhouden de kunst de wereld en het persoonlijke activisme zich tot elkaar en hoe kan je als jonge kunstenaar bijdragen aan een betekenisvolle verandering als student neem je naast het aanbod vooral ook tijd voor het zelfstandig zoeken naar nuances in beeld materiaal en vorm dit kan zowel individueel als collectief omdat persoonlijk engagement bij deze studenten juist het gegeven is oftewel het uitgangspunt ligt het accent van deze module op de zoektocht naar de vorm de student werkt in verschillende vakken in verschillende vormen podium autonome kunst video fotografie enzovoort daarin probeert de student steeds dezelfde inhoud in andere vormen uit te werken en deze te verfijnen de zoektocht naar radicale nuance van het persoonlijke engagement krijgt uiteindelijk vorm door verfijning in beeld met als wensdoel dat persoonlijk activisme anderen kan activeren op basis van ingrediënten als humor tegengeluid en verwarring worden vormen gezocht en ontwikkeld waarin de radicale nuance zich publiekelijk kan manifesteren de activistische benadering vraagt van alle deelnemende studenten dat de verschillende vormen van radicale nuance ook daadwerkelijk worden gedeeld in de juiste context vanuit de academische hoek zal aandacht besteed worden aan het belang van verbeelding met betrekking tot activisme,15,['Den Bosch'],117,NLQF5,je leert je eigen vorm vinden om je eigen stem en je wereldbeschouwing aan de wereld te presenteren,persoonlijk activisme kritische reflectie zoektocht naar de vorm radiacale nuance onthaasting laboratorium verfijnen tegengeluid,0.36,0.202,4,24,2025-09-08
378,innovatie door service design,in deze unieke leergang werken studenten en werknemers uit de zorg samen onder begeleidng van docenten en expert uit de zorg en uit servicedesign aan vraagstukken in de zorg tijd is gelijkelijk verdeeld tussen theorie en veldwerk de samenwerking met de design academie garandeert een extren diploma en state of the art onderwijs wil je meer verdieping in deel e semester is er ruimte voor verdieping waarin de kennis en vaardigheden uit deel verder verdiept en toepast met jouw opdrachtgever start je je eigen innovatie traject en wordt je vanuit de leergang gecoached en volg je verdiepende workhops colleges en intercollegiale intervisies,30,"['Breda', 'Den Bosch']",122,NLQF6,je leert sytemen in de zorg te herontwerpen waardoor ze duurzamer worden,samen leren met proffesionals uit de wereld van service design externe validatie design thinking servie design zorg innovatie,0.88,0.134,5,48,2025-09-26
379,creative ai,gezamenlijk onderzoek naar creatieve artistieke en performatieve mogelijkheden en impact van ai op de praktijk van de kunstenaar en ontwerper de generatieve ai evolueert razendsnel en heeft een enorme en nog onbekende invloed op de beroepen binnen de creatieve sector in cocreatie met finse docenten en studenten gaan we samen dit gebied verkennen kennis opbouwen en visie ontwikkelen we doen samen interdisciplinair onderzoek naar hoe kunstenaars en ontwerpers ai kunnen gebruiken in hun creatieve en artistieke proces we benaderen de mogelijke waarde van ai vanuit verschillende perspectieven technologisch performatief fysiek virtueel en ethisch filosofisch en economisch we ontwikkelen en delen kennis en wisselen best practices uit,30,"['Breda', 'Den Bosch']",116,NLQF6,analyseren en interpreteren van de rol en impact van ai op de creatieve industrie en hoe dit de positie van de maker beïnvloedt ontwikkelen en toepassen van strategieën om ai te integreren in het eigen creatieve proces rekening houdend met ethische sociale en culturele overwegingen evalueren van bestaande aigestuurde projecten in de creatieve industrie en reflecteren op hun succes uitdagingen en implicaties voor makers ontwerpen implementeren en presenteren van een eigen aigestuurd project dat aantoont hoe ai de positie van de maker in de creatieve industrie kan versterken,ai creatieve sector makerschap originaliteit ethiek performatieviteit,0.89,0.896,1,23,2025-10-21
