id,name,description,studycredit,location,contact_id,level,learningoutcomes,module_tags,interests_match_score,popularity_score,estimated_difficulty,available_spots,start_date
327,Analyseren van software en infrastructuur (1.3 BIM),"In deze module leer je de software en infrastructuur inrichting van een organisatie kennen adviseer je een organisatie bij de aanschaf van een nieuw (software) pakket alsmede de impact die dit heeft op de bestaande organisatie (processen, infrastructuur en andere software).",15,['Breda'],101,NLQF5,"de student en de projectgroep adviseren een managementteam van verschillende organisaties middels analyse van het it landschap en informatievoorziening, waar duurzame verbeteringen mogelijk zijn waarbij gebruik wordt gemaakt van relevante standaarden, methoden, prototypes en modellen.",,0.93,0.912,2,73,2025-10-29
328,Asset characteristics (1.3 IEM),Nog niet bekend,15,['Breda'],101,NLQF5,,,0.46,0.702,2,73,2025-12-18
329,Aerospace Engineering & maintenance,"Today, the aerospace industry in the world is growing very rapidly and considered one of the major driving forces behind technology development. In most industrial countries it is also a cooperation of public and private industries with an international character and English as communication medium. The Netherlands (and the European Union) has a great need for technically trained people in the aviation industry and the aim of the minor Aerospace Engineering & Maintenance is to expose students to this industry and its main engineering elements. The minor is conducted in English and open for international students and the Erasmus Exchange Program. The minor is developed and deployed within the Academy of Engineering and ICT (AE&I) in Breda in close collaboration with the industry and research institutes.",30,['Breda'],101,NLQF6,"after the program you will have gained insight into the world of aerospace through both company visits and introductions to subjects like aerodynamics and flight mechanics, maintenance management, aviation legislation (certification) as well as human factors & safety (attitude and behavior).",,0.62,0.12,2,22,2025-11-09
330,Urban innovation,"Are you interested in experiencing what it would be like to advise clients in the field of innovation and urban renewal? Then choose the Urban Innovation minor! As an Urban Innovation Consultant, you will be solving issues in a multidisciplinary team with the goal of making cities inclusive, smart, resilient and sustainable.",30,['Breda'],101,NLQF6,"after successfully completing this programme, you will be able to:
•	apply multidisciplinary expertise, both independently and as a team
•	apply research methods
•	analyse specific problems in the professional practice
•	manage a consulting process
•	direct the development of your skills, knowledge and attitude",,0.5,0.324,5,78,2025-12-10
331,Innovatiemanagement,"Het centrale thema van deze minor heeft betrekking op technologie en innovatie van nieuwe producten/diensten en processen binnen bestaande en nieuwe organisatie en de mogelijkheden van innovatie om verbeteringen in de bedrijfsvoering van organisaties door te voeren. Innovatie of vernieuwing is het invoeren van nieuwe ideeën, goederen, diensten en processen. Innovatie kan plaatsvinden binnen organisaties maar ook binnen bredere verbanden. Het proces van innovatie draait om dingen op een nieuwe (en zo mogelijk ook betere) manier aan te pakken.",30,['Tilburg'],101,NLQF6,"een student die de minor innovatie management heeft afgerond moet in een groeiend, innoverend en product ontwikkelend of dienstverlenende (internationale) organisatie op verschillende aspecten bij kunnen dragen aan het innovatieproces.",,0.49,0.39,3,69,2025-10-03
332,"Software engineering, kwaliteit en testen","Kies je voor deze minor, dan heeft de theorie en praktijk van het bouwen en testen van grootschalige software systemen geen geheimen meer voor jou. Je leert welke kwaliteitsaspecten van belang zijn bij het ontwikkelen en beheren van software. Tevens ga je aan de slag met veel verschillende test methodieken en test tools. De focus van de minor ligt op kwaliteit binnen de gehele Software Development Life Cycle (SDLC). De minor leert je grip te krijgen op zaken als beheersbaarheid, kwaliteit en testen bij het ontwikkelen van complexe informatiesystemen.",30,['Breda'],101,NLQF6,,,0.32,0.144,5,31,2025-10-23
333,Smart Industry & Internet of Things,"Big data, smart robotics, artificial intelligence, machine learning……onderwerpen die steeds vaker in het nieuws komen. Het kan je moeilijk zijn ontgaan: we bevinden ons midden in de vierde industriële revolutie. Technologische ontwikkelingen leiden tot steeds snellere en meer ingrijpende veranderingen. Organisaties staan te springen om professionals die kunnen opereren op de grenzen van engineering, ICT en bedrijfskunde.
De academie ATIx (Academie voor Technologie en Innovatie) verzorgt opleidingen op alle drie de kennisgebieden (engineering , ICT en bedrijfskunde), waardoor het mogelijk is om de juiste kennis aan te bieden aan het bedrijfsleven. Als student ontwikkel je vaardigheden op meerdere vakgebieden die je kunt inzetten voor Smart Industry en Internet of Things oplossingen.",30,['Breda'],101,NLQF6,"de volgende leerdoelen staan centraal tijdens deze minor:
 •	de student (her)ontwerpt bedrijfsprocessen en/of ondersteunende middelen door maximaal gebruik te maken van de nieuwste informatie en technologische ontwikkelingen, zodanig dat deze bedrijven efficiënter, flexibeler, kwalitatief beter en tailor-made kunnen produceren.
•	de student werkt samen in een multidisciplinair team, zodanig dat ze gezamenlijk tot een integrale oplossing komen.
 •	de student ontwikkelt kennis en vaardigheden op het gebied van smart industry middels het stellen van de juiste leervragen, zodanig dat hij/zij zijn ontwikkeldoelstellingen bereikt.",big data smart robotics artificial intelligence machine learning iot smart industry industry 40,0.7,0.398,3,20,2025-09-22
334,Artifical Intelligence,"We gaan met drie gebieden van ML aan de gang, namelijk supervised learning (leren op basis van gelabelde trainingsdata, bijvoorbeeld het herkennen van fruitsoorten op plaatjes), unsupervised learning (vinden van verborgen structuren in data, bijvoorbeeld het recommender system van YouTube) en reinforcement learning (leren door te interacteren met de omgeving, bijvoorbeeld een zelfrijdende auto). Daarnaast besteden we aandacht aan generative AI, het genereren van nieuwe data, bijvoorbeeld https://thispersondoesnotexist.com.",30,['Breda'],101,NLQF6,,,0.63,0.268,3,73,2025-09-21
335,Robotisering,De robots komen eraan! De minor Robotisering heeft als doel om studenten kennis en ervaring te laten opdoen met de ontwikkeling van robots en robotsystemen die een bijdrage leveren aan onze samenleving en onze industrie.,30,['Breda'],101,NLQF6,,,0.33,0.318,2,63,2025-11-09
336,App-development,In deze stammodule leren studenten een veilige app te maken met .NET MAUI.,15,['Breda'],101,NLQF5,"ontwikkel een grafische app met een beveiligde backend voor een maatschappelijk relevant vraagstuk volgens de software development life cycle. 

voer je project planmatig uit met behulp van de scrummethode en communiceer professioneel tijdens bijeenkomsten en in contact met de opdrachtgever. onderbouw mondeling je visie en feedback met sterke argumenten.
analyseer de probleemcontext, met speciale aandacht voor de maatschappelijke relevantie van de opdracht. dit doe je door middel van een gedegen stakeholderanalyse. achterhaal de requirements door backlog te bestuderen en een of meerdere stakeholders te interviewen.  maak ook een risicoanalyse voor je ontwerp. 
pas in je ontwerp een beveiligde client/server-architectuur toe met behulp van een restful web api en pas daarbij ontwerpprincipes toe voor 2d ux en gaming.
realiseer zowel het client- als het serversubsysteem en houd rekening met beveiliging van de onderlinge communicatie.
test de app met behulp van unit testen, acceptatietesten en de vastgestelde acceptatiecriteria van de stakeholders.
 deploy en beheer je applicatiesysteem met behulp van ci/cd tools.",maui net cybersecurity,0.48,0.646,4,24,2025-11-09
337,Industriële robotcel,"In deze stammodule leren studenten een systeem bestaande uit een robot en meerdere deelsystemen gecoordineerd te laten samenwerken. Nadruk ligt op systeemdenken, software en hardware-integratie",15,['Breda'],101,NLQF5,,robot plc smart camera plc,0.89,0.134,1,49,2025-12-28
338,Realisatie energiewerktuig (1.3 WTB),In deze stammodule leren studenten de eerste beginselen van de warme energitechniek waarbij,15,['Breda'],101,NLQF5,,thermodynamica pomp,0.46,0.702,2,49,2025-12-21
339,Onderzoekslab Energie- en Materiaaltransitie,"Vind jij het ook belangrijk om positief bij te dragen aan de maatschappij voor jezelf en toekomstige generaties? En wil je ook nog jouw onderzoeksskills verbeteren? Heb je nog een minor te kiezen of 15 studiepunten openstaan van je stage of een EPS-traject? 
Doe dan mee aan een onderzoeksproject naar keuze in een lectoraat in het Avans zwaartepunt Transities in energie en materiaal!",30,['Breda'],101,NLQF6,,,0.39,0.628,2,78,2025-09-04
340,AI Translator,"Kunstmatige intelligentie of AI wordt snel belangrijker en komt steeds vaker voor in onze wereld. Doorbraken stapelen zich op en AI-systemen hebben overal invloed op: van filters voor sociale media, slimme chatbot (GPT), health-tech, energie transitie tot Netflix aanbevelingen …
Tegelijkertijd zijn er ook bedreigingen waarmee we worden geconfronteerd die ons werk uitdagen, onze privacy schenden, groepen discrimineren en gevallen waarin het fout ging … om er maar een paar te noemen de toeslagenaffaire, Cambridge analytica, bijstandaffaire …
Mensen die AI-systemen ontwerpen, kijken vaak met een technisch oog en negeren de maatschappelijke of individuele gevolgen van deze systemen. Er komt zoveel meer bij kijken dan het oplossen van het probleem binnen de techniek, hoe ga je mensen en bedrijfsprocessen hierin betrekken?

Er is een dringende behoefte om het technische aspect te vertalen naar de real-world implementatie. We hebben mensen nodig die als liaison fungeren en de kloof overbruggen tussen de kennis die wordt gegenereerd door AI-systemen en de domeinkennis van gebruikers.
Als AI-Vertaler, je vertaalt complexe praktijksituaties naar AI-experts, data wetenschappers, begeleidt het proces op inhoud en zorgt ervoor dat het resultaat wordt ingebed in die praktijk.
Je bepaalt niet alleen wat kan en mag (het technologische en juridische vraagstuk), maar ook wat wenselijk en verantwoord is (het ethische en maatschappelijke vraagstuk). Je vertaalt dit naar business cases.",30,['Breda'],101,NLQF6,,,0.62,0.378,4,76,2025-12-03
341,Minor AquaCycle: Circular Water Technology,"In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.",30,"['Breda', 'Den Bosch']",101,NLQF6,"• learning outcome - integration of theory and practice in circular water technology: the student demonstrates a comprehensive understanding of circular water technology. this includes the ability to perform area analysis, quantify available water, and apply biological, physical, and chemical purification techniques. the student will also demonstrate the ability to set up mass balances, understand sewage systems, and explore innovative technologies for water reuse. in addition to this theoretical knowledge, the student will gain practical skills, including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses.",water technology circularity water chain reuse multidisciplinarity,0.94,0.358,1,36,2025-11-14
342,Module Intro to Material and Energy Transition,"module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.",15,['Breda'],101,NLQF5,"• learning outcome project: the student optimizes a part of a given water chain of a real-life project in a multidisciplinary group, based on the principles of circularity, considering water quality, water quantity and the environment. the students make one design sketch from all partial results and relate this to the relevant sdgs 6,9,11,13 and 14.",energy transition material transition centre of expertise research interdisciplinary,0.46,0.67,5,67,2025-11-01
343,Minor Biopolymeren/Circulaire Polymeren,"De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.",30,['Breda'],101,NLQF6,• learning outcome internship: the student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group. this results in a relevant professional product for the company.,materiaal transitie onderzoek als vorm van onderwijs interdisciplinair,0.74,0.56,5,66,2025-11-01
344,Module Forensisch Laboratorium Onderzoek,"FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,"['Breda', 'Den Bosch']",101,NLQF5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. this shows from the group dynamics and reflection.",forensisch onderzoek sporenanalyse data analyse scenario denken strafrecht,0.8,0.126,2,42,2025-12-03
345,Chemie & Gezondheid,"Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen",15,"['Breda', 'Den Bosch']",101,NLQF5,,medicinale chemie organische chemie bioanalytische chemie data chemie,0.45,1.0,1,34,2025-12-04
346,Minor Drug Discovery,"Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,['Breda'],101,NLQF6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. this solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,organische chemie biochemie interdisciplinair farmaceutisch onderzoek,0.77,0.906,2,56,2025-09-24
347,Minor AquaCycle: Circular Water Technology,"In 1st quarter, comprehensive understanding of the water chain, from precipitation, use of drinking water and process water, sewage systems, wastewater treatment to reuse, by combining a solid theoretical foundation with practical experience will be made. In the 2nd, you'll design and develop innovative systems related to circular water technology at a company. This will be done with a small multidisciplinary group of students as an internship.",30,"['Breda', 'Den Bosch']",101,NLQF6,"• learning outcome - integration of theory and practice in circular water technology: the student demonstrates a comprehensive understanding of circular water technology. this includes the ability to perform area analysis, quantify available water, and apply biological, physical, and chemical purification techniques. the student will also demonstrate the ability to set up mass balances, understand sewage systems, and explore innovative technologies for water reuse. in addition to this theoretical knowledge, the student will gain practical skills, including the ability to utilize advanced modelling techniques in fluid dynamics and perform water quality analyses.",water technology circularity water chain reuse multidisciplinarity,0.54,0.22,3,40,2025-10-25
348,Module Intro to Material and Energy Transition,"module 2.3. Get an introduction to doing research and to the (technical) world of material and energy transition towards a sustainable world. Get a chance to work on on-going research on an interdisciplinairy project in a multidisciplinary way, with students from different programs. There is freedom in the topic you work on. The module includes workshops on research and different content from energy and material science.",15,['Breda'],101,NLQF5,"• learning outcome project: the student optimizes a part of a given water chain of a real-life project in a multidisciplinary group, based on the principles of circularity, considering water quality, water quantity and the environment. the students make one design sketch from all partial results and relate this to the relevant sdgs 6,9,11,13 and 14.",energy transition material transition centre of expertise research interdisciplinary,0.71,0.98,2,33,2025-09-09
349,Minor Biopolymeren/Circulaire Polymeren,"De minor biopolymeren is verbredend en heeft naast een procestechnologische dimensie ook een chemische dimensie, waarbij het accent ligt op verwerkingstechnologie van kunststoffen, polymeren en biopolymeren. De ontwikkeling, productie en toepassing van biopolymeren tot eindproducten en materiaaleigenschappen zijn hoofdthema in de maatschappij en het bedrijfsleven. Het onderwerp wordt benaderd vanuit een duurzame invalshoek, van groot maatschappelijk belang in de komende 50 jaar.",30,['Breda'],101,NLQF6,• learning outcome internship: the student applies circular water technology knowledge and skills to a case study at a company in a multidisciplinary group. this results in a relevant professional product for the company.,materiaal transitie onderzoek als vorm van onderwijs interdisciplinair,0.71,0.546,2,21,2025-12-28
350,Module Forensisch Laboratorium Onderzoek,"FLO gaat over het verzamelen van sporen op een (mock-up) plaat delict, het analyseren hiervan met chemische en biologische onderzoeksmethoden en het interpreteren van deze technische bewijsmiddelen. Vervolgens wordt met scenariodenken geoefend om te bepalen welke gebeurtenissen het gevonden bewijs kunnen verklaren.",15,"['Breda', 'Den Bosch']",101,NLQF5,"* learning outcome design thinking / multidisciplinary professional cooperation in research: the student works on an interdisciplinary problem related to material and energy transition in order to answer a question of an actual client together with students from other disciplines (multidisciplinary) using biomimicry and design-thinking and agile planning, while realizing how to deploy different disciplines. this shows from the group dynamics and reflection.",forensisch onderzoek sporenanalyse data analyse scenario denken strafrecht,0.65,0.124,5,30,2025-09-03
351,Chemie & Gezondheid,"Chemie & Gezondheid (werktitel) gaat over voeding, medicijnen",15,"['Breda', 'Den Bosch']",101,NLQF5,,medicinale chemie organische chemie bioanalytische chemie data chemie,0.36,0.138,5,70,2025-12-24
352,Minor Drug Discovery,"Studenten chemie en biologie doorlopen een theorie programma over eerste fasen van drug discovery,, hiervij wordt ook samengewerkt in multidisciplinaire teams. gevolgd door praktijk project specifiek voor eigen opleiding",30,['Breda'],101,NLQF6,* learning outcome problem solving: student is able to come up with a creative solution to an interdisciplinary problem on material or energy transition. this solution is substantiated with research results (practical and theoretical) and can be illustrated in a product or a product,organische chemie biochemie interdisciplinair farmaceutisch onderzoek,0.84,0.234,5,58,2025-10-01
353,Data/Visualisatie/Automatisering (Tech & Data) (CT),Studenten gaan opzoek naar de juiste datavisualisatie (data-warrior) om een onderzoeksvraag te kunnen beantwoorden. Ze gaan een dataset analyseren/importeren/verwerken (KNIME/LIMS). Afhankelijk van de opleiding komt daarbij dat ze de data vergaren bij een opstelling/experiment. Hierbij past een kleine automatisering (Arduino) waarbij ze leren programmeren en omgaan met sensoriek.,15,"['Breda', 'Den Bosch']",101,NLQF5,"design.         * learning outcome material and energy transition: the student realises what is needed for the energy and material transition in order to decrease the ecological footprint of our western society by working on a circular and regenerative economy, taking into account nature and our environment as well as quality, aesthetics and human needs. this shows from the substantiation from the design. to get there, students will get 5-6 ec in theoretical background, connected to the design wheel and the biomimicry method.",datavaardigheid automatisering programeren sensoriek,0.51,0.028,3,57,2025-10-10
354,Forensische Chemie,In de Forensische Wetenschap is chemische analyse van bewijsmiddelen enorm belangrijk. Het veld maakt een snelle ontwikkeling door met het beschikbaar komen van nieuwe analyse technieken en door gebruik te maken van data science in deze module worden studenten uitgedaagd aan deze ontwikkeling bij te dragen.,15,"['Breda', 'Den Bosch']",101,NLQF6,"naast het volgen van 10 ec cursussen en trainingen zal tijdens de minor in teamverband aan een project gewerkt worden wat afkomstig is van een externe opdrachtgever. elke projectgroep zal een eigen projectonderwerp uitwerken in opdracht van een bedrijf. de student kan dan zijn/haar kennis van de chemie, procestechnologie en werktuigbouwkunde toepassen op een actueel minor project van 20 ec, welk in 5 maanden met succes wil worden afgerond. de taak van de begeleidende docent is die van procesbegeleider en hij/zij voert ook de beoordeling uit, samen met het minor docenten team aangevuld door de externe opdrachtgever namens de bedrijven. zie meer op: kiesopmaat.nl/modules/avans/atgm/138043",chemische analyse data analyse forensic science ontwikkelen en innoveren,0.42,0.224,5,79,2025-12-10
355,Chemical modelling,"Het opstellen van voorspellende modellen aan de hand van grote (bio)chemische datasets, bijv. voor medische dyagnostiek. Patroonherkenning en fitting worden uitgevoerd via verschillende technieken zoals liniaire regressie & het trainen van neurale netwerken (AI).",30,['Den Bosch'],101,NLQF6,"1: sporenanalyse en plaats delict management, 2: geavanceerde sporenanalyse in laboratorium omgeving en data interprtatie, 3: bewijswaarde en scenariodenken",big data sensoriek programmeren modellering ai,0.33,0.41,1,53,2025-10-06
356,The art of biology,"BML studenten werken interdisciplinair samen met studenten vd kunstacademie. Focus op (technische) fotografie in bijv. de microbiologie en histologie, kristallen mbv oa (fluorescente microscopie)/ SEM maar ook bijv anatomisch tekenen van organen of planten. doel: perspectief wisseling en het generen van visuele content (ook voor PR) en in kolom M: kunst en techniek, was geen optie die erbij stond.",15,['Breda'],101,NLQF5,"nnb, chemische analyse, data analyse en interpretatie, relevantie voor gezondheid",fotografie kennistransfer kunst bioethiek,0.68,0.542,4,57,2025-09-24
357,minor Forensisch Onderzoek in de Rechtbank- (IF/KA),"Studenten leren over bewijs in strafzaken, zoals getuigenverklaringen, psychologie achter waarom men misdaad pleegt, en natuurlijk de basis hiervan: strafrecht (waarvan een klein deel ook internationaal strafrecht).",30,"['Breda', 'Den Bosch']",101,NLQF6,begrijpen en toepassen van kennis  in een multidisciplinair team op gebied van de eerste fasen van drug discovery van target discovery tot lead optimization,strafrecht forensisch bewijs psychologie criminologie,0.74,0.748,1,69,2025-12-04
358,Molecular Modeling & Data-driven Analysis,"M.b.v. software moleculen ontdekken die binden aan een eiwit. Een hitlist wordt opgesteld door ""data-driven analysis"", vervolgens worden hieruit moleculen geselecteerd en gesynthetiseerd m.b.v. software en op het lab. Fysieke testen op binding aan het eiwit worden in het lab uitgevoerd.",30,['Breda'],101,NLQF6,datavaardigheden ontwikkelen om effectief en objectief onderzoeksvragen te beantwoorden. basis programmeren en automatiseren,moleculair modelleren virtual screening dataanalyse synthese small molecules programmeren python computational chemistry machine learning,0.31,0.978,1,53,2025-09-06
359,Industrial catalysis for sustainable processes,"Geen materialen, biologische processen of schone lucht zonder katalyse! Katalyse lijkt een chemisch proces, maar het is enorm interdisciplinair. In deze minor maak je kennis met  katalytische processen en leer je deze te herkennen, kwantificeren en ga je aan de slag met de toepassing in co-creatie met het werkveld. In een multi-disciplinair team werk je aan een project over de verduurzaming van bestaande productieprocessen, in opdracht van het werkveld, of aan de ontwikkeling van een duurzaam nieuw productieproces a.d.h.v. literatuur.",30,['Breda'],101,NLQF6,ontwikkelen en toepassen van nieuwe technologie om bewijsmiddelen te onderzoeken voor hun chemische identiteit en samenstelling,katalyse verduurzaming biocatalysis groene chemie procesoptimalisatie,0.63,0.762,5,37,2025-11-05
360,Sustainable supply chain,"After following this module, the student is able to critically assess a company, its product and its marketing on sustainability, shown by an optimization of the business model. The whole story must be correct, not only the product but also the DNA of the company.",15,['Breda'],101,NLQF5,"1: kritische beoordeling van validiteit van data set. 2: inzicht in basistechnieken om data te verwerken tot voorspellende modellen, bijv liniaire regressie & het trainen van neurale netwerken (ai). 3: kritische huiding tov uitkomst modellen & inzet van (bio)chemische kennis om tot de juiste conclusies te komen.",sustainability ethics marketing transparancy products,0.45,0.718,4,49,2025-11-23
361,Infectiepreventie (BML),"Tijdens deze module van infectiepreventie verwerf en ontwikkel je kennis, inzicht, vaardigheden en attitude betreffende infectieziekten, microbiologie, immunologie, epidemiologie en preventieve maatregelen.",15,['Breda'],101,NLQF5,"kritisch denken, theoretische kennis over  (internationaal) strafrecht en criminologie, argumenteren, technisch engels schrijven, begrip voor gedragingen,  forensische (chemische/biologische) kennis toepassen op casus in project",,0.72,0.112,4,34,2025-12-01
362,Bioinformatica,"Bioinformatics is a combination of life science and informatics. It always involves programming and data handling, knowledge of Linux besides Windows, several applications and software packages to handle and visualize data, and, perhaps most importantly, communication between biologists and scientific programmers. In this field, you can work with DNA sequences in comparative genomics and Phylogenetics, RNA expression in transcriptomics research, amino acid sequences in 3D proteomics and structural or functional genomics, or even systems biology or epi-genomics.",15,['Breda'],101,NLQF5,"student leert een ""virtual screening"" op te zetten en deze statistisch te analyseren. ze leren hits te optimaliseren m.b.v. software, een syntheseroute op te stellen m.b.v. software, deze synthese uit te voeren in het lab en tot slot de biofysische experimenten uit te voeren.",,0.41,0.728,4,46,2025-11-14
363,Introductie in fundamenteel en toegepast onderzoek.,"actuele casussen , studenten maken kennis met fundamenteel en toegepast onderzoek in biologie/medisch vraagstukken",15,['Breda'],101,NLQF5,"de student kan, al dan niet binnen een multidisciplinair team, een katalytisch proces identificeren, de (kwaliteits)parameters daarvan bepalen, een verbetervoorstel doen en op basis van experimentele data analyseren en verantwoorden wat het effect van de gevarieerde parameters zijn.
de student kan zijn functioneren binnen een professioneel team verantwoorden aan de hand van zijn prestaties binnen het team, input van de teamgenoten en de opdrachtgever om daarmee vervolgstappen te formuleren waarmee hij zich verder persoonlijk en professioneel kan ontwikkelen.",,0.75,0.64,3,70,2025-09-04
364,Minor Biobased Technology & Business Development,"Students learn how to further develop a circular and/or biobased product by looking at technology, sustainability, marketing and finance",30,['Breda'],101,NLQF6,the student draws up an online marketing campaign for a self-developed technically fully circular product based on a sustainable business model.,sustainability technology development marketing finances prototype proof of concept,0.55,0.866,5,53,2025-11-18
365,Minor Procesautomatisering (Benno de Vries),Studenten leren vaardigheden dusdanig dat de studenten industriele automatisering vraagstukken kunnen oplossen of de juiste informatie kunnen inleveren  om deze vraagstukken op te lossen.,30,['Breda'],101,NLQF6,"the student learns how to create a business plan for a client / com[any that wants to (further) develop a biobased and/or circular product. this involves critical thinking, (intercultural) communication and consultancy",ontwerpen modelleren instellen,0.91,0.634,4,71,2025-09-06
366,Didactiek voor N&G en N&T,"Studenten maken kennis met het vak van docent, hierbij richten wij ons op het natuur, techniek en gezondheid.",15,['Breda'],101,NLQF6,,didactiek docentschap natuur techniek gezondheid,0.39,0.306,3,76,2025-12-27
367,Proefdierkunde,Om in het lab met proefdieren te mogen werken moet je als biomedisch onderzoeker voldoen aan de beroepsvereisten voor biotechnicus zoals bedoeld in artikel 6 lid 1b van de Dierproevenregeling 2014 (voorheen artikel 12 bevoegdheid volgens de Wet op Dierproeven).,15,['Breda'],101,NLQF5,"de student levert, op basis van zelf opgestelde life cycle assessments, een adviesrapport op, op basis waarvan een opdrachtgever in staat zou kunnen zijn om een weloverwogen besluit te kunnen maken.",,0.52,0.556,2,57,2025-12-22
368,Module Forensisch Onderzoek,Naar aanleiding van een mock up plaats delict doen studenten forensisch onderzoek,15,['Breda'],101,NLQF5,,plaats delict scenario denken forensisch onderzoek bewijskracht,0.37,0.758,2,52,2025-12-03
369,"Multdisciplinair samenwerken in een beroepscontext in het creatief domein (meerdere varianten - 8 modules in verschillende combinaties van studies binnen ACI, volgens eenzelfde raamwerk)","In module 2.3 kunnen alle ACI studenten  
- Kennismaken met andere disciplines binnen ACI. 
- Multi- of interdisciplinair samenwerken met andere disciplines binnen ACI. 
- Een creatieve en innovatieve bijdrage leveren aan een maatschappelijk vraagstuk. 
- Ervaring opdoen in een zelf te kiezen beroeps-/werkcontext. 

Ofwel, elke ACI student kan voor module 2.3 een beroeps-/werkcontext kiezen van waaruit samen met studenten van andere ACI-disciplines wordt gewerkt aan het creëren van een bijdrage aan een maatschappelijk vraagstuk.",15,"['Breda', 'Den Bosch']",115,NLQF5,,activisme collectivisme sociaal politiek engagement innovatie creativiteit,0.9,0.266,3,43,2025-12-29
370,Sonic Narratives,"""Sonic Narratives"" is gericht op skills om verhalen te vertellen door middel van geluid. Deze module biedt de mogelijkheid om de kracht en impact van geluid als medium te verkennen en te begrijpen. We leren je in deze module van opname tot postproductie het geluid vorm te geven door middel van verschillende technieken. Geluid kan emoties oproepen, de aandacht vasthouden en complexe concepten op een toegankelijke manier uitleggen. Door de focus die we op het medium van geluid hebben ben je in staat beeld (2D/3D) nog intenser te laten beleven. Je leert de eerste stappen te nemen om de toegevoegde waarde van geluid in te kunnen zetten. Na het volgen van deze module ben je in staat betere keuzes te maken in hoe je geluid inzet in je projecten (immersieve - installatie/ animatie / film en tentoonstelling).",15,['Breda'],116,NLQF5,verdieping in skills in sounddesign,sound design opname productie postproductie storytelling,0.87,0.23,3,34,2025-12-11
371,Create and Exhibit,"In deze module nemen we een diepe duik in de wereld van tentoonstellen en leer je wat er allemaal bij komt kijken om tot een publieke tentoonstelling te komen. We nemen het hele proces van het maken van een tentoonstelling onder de loep. Met alle facetten gaan we experimenteren – van het cureren, organiseren tot het ontwerpen van de tentoonstelling. We werken in deze minor samen met een partner uit de stad (zoals de Grote Kerk, of het Stadsarchief). Als team werk je samen om een tentoonstelling te maken met het materiaal dat deze partner ter beschikking stelt, aangevuld met eigen werk dat aansluit op de inhoud. Je ontwikkelt de inhoudelijke uitgangspunten en de vormgeving, voert de regie over de organisatie en regelt de communicatie en pr.",15,['Breda'],117,NLQF5,"je leert:
•	een tentoonstelling te cureren vanuit inhoudelijke uitgangspunten.
•	te overzien wat er nodig is om een tentoonstelling te organiseren.
•	samen te werken om tot de productie van een tentoonstelling te komen.
•	welke mogelijkheden er zijn voor communicatie en pr rondom tentoonstellingen.
•	hoe je een tentoonstelling kunt vormgeven.
•	te reflecteren op tentoonstellingen en dit in een maatschappelijke context te plaatsen.
•	publicaties te maken bij een tentoonstelling.",verdieping in positionering tentoonstelling skills ism partners in breda witte rook grote kerk stadsarchief chassé waarbij in collectief samen thematiek en publiek bepaald wordt,0.47,0.334,5,79,2025-10-21
